% Model,Untitled.mph
% Version,COMSOL 6.0.0.405
% Date,"Jul 19 2023, 11:39"
% Dimension,1
% Nodes,1003
% Expressions,1
% Description,Function
% x (nm),an1(x)
399.9999999999999,0.06748870814148475
400.0239455430121,0.06755337351287152
400.26347982828787,0.06820279905703337
400.5031575466621,0.06885728060320755
400.74297878402183,0.06951684136108784
400.9829436263065,0.07018150441947399
401.2230521595067,0.07085129274218871
401.4633044696647,0.07152622916396009
401.7037006428739,0.0722063363862613
401.94424076527963,0.07289163697311338
402.1849249230786,0.07358215334684541
402.4257532025191,0.07427790778381649
402.66672568990134,0.07497892241009893
402.9078424715768,0.07568521919711925
403.14910363394944,0.07639681995726497
403.3905092634736,0.07711374633944357
403.63205944665646,0.07783601982461484
403.87375427005685,0.07856366172127412
404.1155938202853,0.07929669316090122
404.3575781840042,0.08003513509337057
404.5997074479278,0.08077900828232355
404.84198169882245,0.08152833330050231
405.0844010235062,0.0822831305250457
405.32696550884924,0.08304342013274912
405.5696752417738,0.08380922209528546
405.8125303092544,0.0845805561743914
406.05553079831674,0.08535744191701115
406.2986767960395,0.08613989865041424
406.5419683895533,0.08692794547726779
406.7854056660409,0.08772160127067702
407.02898871273715,0.08852088466918924
407.27271761692936,0.08932581407176479
407.5165924659569,0.09013640763270983
407.7606133472115,0.09095268325657795
408.00478034813733,0.09177465859303563
408.2490935562307,0.09260235103169508
408.49355305904095,0.09343577769691486
408.7381589441685,0.09427495544256112
408.98291129926747,0.09511990084674918
409.22781021204406,0.09597063020654066
409.47285577025696,0.09682715953261489
409.71804806171747,0.0976895045439089
409.96338717428944,0.09855768066222556
410.2088731958893,0.09943170300681241
410.4545062144862,0.10031158638891102
410.70028631810186,0.10119734530627639
410.94621359481084,0.1020889939376684
411.1922881327407,0.1029865461373166
411.4385100200707,0.10389001542935015
411.684879345034,0.10479941500221553
411.93139619591625,0.10571475770305241
412.178060661056,0.10663605603205319
412.42487282884457,0.10756332213679286
412.6718327877263,0.10849656780653762
412.91894062619855,0.10943580446652736
413.1661964328115,0.11038104317223534
413.41360029616845,0.11133229460360618
413.66115230492585,0.11228956905927134
413.9088525477935,0.11325287645074444
414.1567011135332,0.11422222629658928
414.40469809096095,0.11519762771658329
414.6528435689458,0.11617908942584687
414.90113763640977,0.11716661972896063
415.1495803823282,0.11816022651406602
415.3981718957299,0.11915991724694767
415.6469122656966,0.12016569896509936
415.8958015813637,0.12117757827177723
416.1448399319198,0.12219556133003608
416.3940274066071,0.12321965385675415
416.6433640947214,0.12424986111664563
416.8928500856109,0.12528618791625476
417.1424854686785,0.12632863859795398
417.3922703333802,0.12737721703391752
417.6422047692256,0.12843192662009204
417.8922888657779,0.12949277027016065
418.1425227126539,0.13055975040949608
418.392906399524,0.13163286896911128
418.64344001611244,0.13271212737960292
418.8941236521971,0.1337975265650912
419.14495739760963,0.13488906693715694
419.3959413422359,0.13598674838877764
419.64707557601434,0.13709057028825392
419.8983601889385,0.13820053147315464
420.14979527105544,0.13931663024424404
420.401380912466,0.14043886435941988
420.6531172033251,0.1415672310276552
420.9050042338416,0.1427017269029414
421.15704209427844,0.14384234807823953
421.4092308749525,0.14498909007943686
421.6615706662348,0.146141947859311
421.91406155855054,0.1473009157915051
422.1667036423793,0.1484659876645116
422.41949700825376,0.14963715667566266
422.67244174676205,0.15081441542514748
422.92553794854604,0.15199775591002726
423.17878570430196,0.1531871695182749
423.4321851047802,0.15438264702282717
423.68573624078573,0.15558417857565737
423.9394392031777,0.15679175370186446
424.1932940828697,0.1580053612937838
424.44730097082993,0.15922498960511933
424.7014599580807,0.1604506262450978
424.9557711356992,0.16168225817264964
425.2102345948174,0.16291987169061442
425.46485042662056,0.16416345243996527
425.7196187223499,0.16541298539408156
425.9745395733007,0.16666845485303072
426.2296130708231,0.1679298444378921
426.4848393063219,0.16919713708511103
426.7402183712564,0.1704703150408864
426.995750357141,0.1717493598555959
427.2514353555447,0.17303425237825534
427.50727345809133,0.17432497275101905
427.76326475646005,0.17562150040372057
428.01940934238377,0.176923814048447
428.2757073076514,0.17823189167417236
428.5321587441064,0.1795457105414208
428.78876374364745,0.18086524717698116
429.045522398228,0.18219047736867033
429.30243479985666,0.1835213761601439
429.5595010405972,0.18485791784575925
429.81672121256844,0.18620007596548915
430.07409540794436,0.18754782329989025
430.3316237189542,0.18890113186512777
430.58930623788234,0.19025997290805619
430.8471430570688,0.1916243169013605
431.1051342689079,0.1929941335387498
431.3632799658502,0.19436939173023082
431.6215802404015,0.195750059597426
431.8800351851227,0.1971361044689662
432.13864489263045,0.1985274928759505
432.3974094555965,0.1999241905474711
432.6563289667484,0.20132616240621246
432.9154035188691,0.2027333725641199
433.17463320479703,0.2041457843181417
433.4340181174264,0.20556336014604892
433.6935583497072,0.2069860617023317
433.9532539946441,0.2084138498141661
434.21310514529864,0.20984668447748123
434.47311189478756,0.21128452485308727
434.7332743362834,0.2127273292628989
434.9935925630145,0.21417505518624233
435.2540666682651,0.21562765925624952
435.5146967453752,0.2170850972563396
435.77548288774074,0.21854732411679534
436.0364251888136,0.22001429391142852
436.29752374210153,0.22148595985434033
436.5587786411688,0.22296227429678253
436.82018997963434,0.22444318872410185
437.0817578511746,0.2259286537528093
437.3434823495214,0.22741861912772532
437.60536356846296,0.22891303371924251
437.86740160184354,0.23041184552068938
438.1295965435636,0.2319150016457994
438.3919484875798,0.23342244832629042
438.65445752790504,0.2349341309095534
438.9171237586087,0.23644999385645302
439.1799472738163,0.2379699807392412
439.44292816771014,0.23949403423958776
439.70606653452785,0.2410220961467198
439.9693624685645,0.2425541073556975
440.23281606417135,0.24409000786579207
440.49642741575616,0.24562973677899538
440.7601966177832,0.2471732322986502
441.0241237647732,0.24872043172820701
441.28820895130366,0.2502712714701094
441.5524522720086,0.251825687024806
441.8168538215788,0.25338361298989365
442.08141369476164,0.2549449830593944
442.3461319863616,0.25650973002316585
442.611008791239,0.2580777857664393
442.87604420431177,0.25964908126951464
443.14123832055463,0.2612235466075736
443.4065912349989,0.2628011109506427
443.672103042733,0.2643817025636985
443.9377738389022,0.26596524880691563
444.20360371870873,0.26755167613605785
444.46959277741183,0.26914091010301994
444.73574111032787,0.2707328753565155
445.00204881283014,0.2723274956429143
445.2685159803496,0.2739246938072356
445.53514270837303,0.27552439179428023
445.8019290924457,0.27712651064994337
446.0688752281696,0.2787309705226573
446.33598121120394,0.28033769066500386
446.6032471372654,0.2819465894354858
446.8706731021277,0.28355758430045436
447.13825920162213,0.28517059183620286
447.4060055316373,0.28678552773121957
447.6739121881192,0.28840230678860773
447.94197926707125,0.2900208429286698
448.21020686455483,0.29164104919166206
448.4785950766877,0.293262837740706
448.7471439996462,0.29488611986489077
449.015853729664,0.2965108059825271
449.2847243630323,0.29813680564458056
449.5537559961,0.29976402753827947
449.82294872527376,0.30139237949089587
450.09230264701785,0.303021768473701
450.36181785785436,0.30465210060610004
450.63149445436324,0.30628328115994347
450.90133253318214,0.30791521456401655
451.1713321910071,0.3095478044087131
451.4414935245908,0.31118095345087704
451.711816630745,0.3128145636188494
451.98230160633915,0.31444853601767686
452.2529485483006,0.316082770934512
452.52375755361487,0.317717167844201
452.7947287193254,0.3193516254150516
453.06586214253383,0.32098604151479154
453.3371579204,0.32262031321671286
453.60861615014176,0.3242543368060028
453.88023692903533,0.3258880077862658
454.1520203544151,0.32752122088623226
454.4239665236741,0.3291538700666627
454.69607553426266,0.3307858485274276
454.9683474836905,0.33241704871480343
455.24078246952536,0.33404736232893767
455.5133805893934,0.3356766803315152
455.78614194097935,0.3373048929536183
456.0590666220262,0.338931889703776
456.33215473033573,0.3405575593762113
456.6054063637681,0.3421817900592764
456.87882162024215,0.3438044691440876
457.1524005977358,0.3454254833333534
457.4261433942842,0.3470447186503855
457.70005010798275,0.34866206044832976
457.974120836985,0.350277393419567
458.24835567950316,0.35189060160531926
458.5227547338085,0.3535015684054516
458.797318098231,0.35511017658846644
459.0720458711595,0.3567163083016914
459.34693815104185,0.35831984508166653
459.62199503638476,0.35992066786472005
459.8972166257539,0.3615186569977423
460.1726030177741,0.36311369224915346
460.44815431112954,0.3647056528200647
460.7238706045623,0.36629441735562374
460.99975199687486,0.36787986395657524
461.2757985869284,0.3694618701909904
461.5520104736432,0.3710403131062002
461.82838775599896,0.37261506924091914
462.1049305330345,0.3741860146375562
462.38163890384817,0.3757530248547213
462.6585129675974,0.3773159749799149
462.93555282349905,0.37887473964241075
463.2127585708295,0.3804291930263262
463.49013030892496,0.3819792088838785
463.7676681371798,0.383524660548819
464.04537215504917,0.38506542095007423
464.3232424620474,0.38660136262554706
464.6012791577485,0.38813235773611415
464.8794823417859,0.38965827807980036
465.1578521138528,0.39117899510613646
465.4363885737022,0.39269437993069417
465.71509182114653,0.3942043033497995
465.99396195605834,0.3957086358554241
466.2729990783697,0.3972072476502493
466.5522032880732,0.3987000086629092
466.83157468521983,0.4001867885633917
467.11111336992184,0.4016674567786341
467.39081944235096,0.40314188250826527
467.670693002739,0.40460993474052637
467.9507341513777,0.40607148226835343
468.23094298861884,0.4075263937056249
468.5113196148744,0.40897453750357055
468.79186413061643,0.4104157819673401
469.07257663637705,0.411849995272729
469.3534572327487,0.41327704548306204
469.6345060203845,0.4146968005662297
469.9157230999964,0.41610912841186776
470.1971085723581,0.417513896848706
470.4786625383031,0.4189109736620432
470.76038509872546,0.42030022661137784
471.0422763545794,0.421681523448177
471.32433640687987,0.42305473193378695
471.606565356702,0.42441971985747967
471.8889633051817,0.4257763550546349
472.1715303535152,0.42712450542505315
472.4542666029597,0.42846403895139973
472.73717215483305,0.4297948237177738
473.02024711051274,0.43111672792839617
473.3034915714382,0.43242961992643314
473.5869056391091,0.43373336821292113
473.8704894150859,0.4350278414658154
474.15424300099,0.43631290855914934
474.4381664985035,0.43758843858230106
474.7222600093695,0.4388543008593669
475.0065236353919,0.44011036496863726
475.2909574784357,0.4413565007621724
475.5755616404268,0.4425925783854718
475.8603362233526,0.4438184682972398
476.1452813292603,0.44503404128923246
476.4303970602594,0.44623916850620426
476.7156835185202,0.44743372146592314
477.00114080627424,0.4486175720792707
477.2867690258141,0.4497905926704162
477.5725682794938,0.45095265599706125
477.8585386697285,0.45210363527075376
478.14468029899473,0.4532434041772631
478.4309932698304,0.45437183689701816
478.71747768483493,0.45548880812559905
479.00413364666895,0.4565941930942815
479.2909612580551,0.45768786759063246
479.5779606217763,0.45876970797913985
479.86513184067826,0.45983959122190066
480.1524750176678,0.46089739489932635
480.4399902557135,0.46194299723089055
480.7276776578454,0.4629762770959014
481.0155373271553,0.46399711405429767
481.3035693667968,0.4650053883674648
481.59177387998534,0.46600098101906473
481.8801509699979,0.46698377373587574
482.16870074017396,0.46795364900864195
482.4574232939135,0.46891049011291464
482.7463187346798,0.4698541811299078
483.03538716599746,0.47078460696732893
483.3246286914533,0.47170165338020814
483.614043414696,0.472605206991707
483.9036314394365,0.47349515531390746
484.1933928694475,0.4743713867685749
484.48332780856424,0.47523379070789057
484.7734363606839,0.4760822574351491
485.06371862976584,0.47691667822541534
485.35417471983186,0.47773694534613825
485.64480473496627,0.4785429520777148
485.93560877931463,0.47933459273399465
486.226586957086,0.4801117626827375
486.5177393725514,0.4808743583659941
486.8090661300444,0.48162227732042573
487.10056733396095,0.4823554181975464
487.3922430887595,0.48307368078388907
487.68409349896126,0.48377696602108633
487.9761186691497,0.4844651760258631
488.2683187039711,0.48513821410993613
488.5606937081344,0.48579598479981456
488.8532437864117,0.48643839385649784
489.14596904363646,0.4870653482950604
489.4388695847062,0.4876767564041327
489.7319455145809,0.48827252776525354
490.02519693828333,0.4888525732721032
490.3186239608992,0.48941680514960845
490.6122266875771,0.48996513697291205
490.9060052235286,0.49049748368620394
491.1999596740283,0.49101376162140936
491.49409014441375,0.49151388851672706
491.7883967400857,0.49199778353501444
492.0828795665083,0.49246536728201296
492.37753872920774,0.4929165618244078
492.6723743337745,0.4933512907077242
